N,P,K,temperature,humidity,pH,rainfall,crop
92.66,40.23,63.57,25.45,70.2,6.71,475.77,Tomato
27.95,27.76,36.11,20.04,44.54,6.57,293.66,Pulses
110.35,32.91,58.07,25.46,66.13,6.36,431.31,Maize
50.74,20.47,35.5,23.29,57.38,6.53,431.58,Groundnut
60.57,17.66,37.25,21.38,39.86,7.2,201.74,Barley
37.49,12.84,36.48,17.66,47.72,6.98,356.01,Gram
36.26,14.04,36.8,28.94,48.34,6.35,452.81,Groundnut
86.83,36.84,54.02,25.19,63.28,6.09,408.08,Tomato
44.33,26.01,43.81,23.2,64.96,6.88,274.05,Gram
61.72,40.56,67.54,20.12,72.7,6.96,462.79,Tomato
22.17,23.24,47.29,16.85,45.6,7.39,322.43,Gram
70.74,29.5,60.03,19.35,69.86,6.95,320.63,Onion
84.05,30.19,62.98,29.97,79.67,6.47,1315.01,Rice
65.45,13.01,10.16,28.91,49.73,6.82,517.21,Millet
69.34,20.07,26.3,29.44,48.76,6.25,535.34,Millet
75.87,29.93,60.96,23.7,56.1,6.53,382.75,Tomato
27.38,23.96,37.47,18.88,59.3,6.63,333.81,Gram
102.89,31.03,40.03,29.42,74.49,6.38,317.45,Maize
105.98,29.44,56.07,22.32,76.83,6.78,432.51,Tomato
64.23,32.33,47.74,27.36,67.33,6.69,476.61,Soybean
114.57,47.93,79.41,20.47,66.96,7.16,398.91,Sugarbeet
88.22,33.22,55.18,30.46,73.85,6.62,1305.05,Rice
110.9,54.92,74.85,17.94,55.55,7.46,472.46,Sugarbeet
84.59,38.58,50.75,26.53,71.48,6.86,444.45,Corn
72.67,17.91,41.88,19.04,59.56,6.86,456.21,Barley
79.21,23.34,18.68,21.77,53.21,7.22,364.96,Barley
91.57,33.44,62.18,23.72,82.16,6.54,409.54,Tomato
72.24,32.2,46.25,19.54,46.67,7.59,343.98,Wheat
47.8,36.24,40.72,19.47,56.86,6.99,338.89,Barley
121.65,28.93,73.99,24.59,59.65,6.66,474.31,Maize
66.88,38.96,63.44,29.29,94.36,6.43,1309.03,Rice
7.43,25.83,47.13,21.09,35.71,6.79,410.04,Pulses
114.69,28.03,58.4,23.7,60.53,6.41,413.8,Maize
138.86,65.45,96.21,23.83,86.73,6.7,1026.66,Sugarcane
142.92,45.37,88.48,19.39,46.83,7.42,479.84,Sugarbeet
62.21,34.83,63.29,18.52,70.36,7.06,316.11,Wheat
144.39,57.67,72.06,26.79,69.48,6.71,973.1,Sugarcane
129.54,37.4,66.21,25.4,65.7,6.7,446.53,Maize
62.81,33.52,11.81,16.79,53.87,7.38,273.79,Barley
60.05,35.89,43.06,16.05,50.5,7.25,327.0,Wheat
34.3,22.07,45.19,24.05,61.32,7.21,527.57,Soybean
79.34,35.85,46.19,28.12,61.64,6.65,422.61,Corn
68.96,22.85,67.51,32.34,51.58,6.78,596.17,Cotton
73.95,24.5,61.89,24.52,69.54,6.85,483.61,Soybean
82.75,32.13,55.59,34.2,49.61,7.36,601.25,Cotton
11.32,23.9,31.19,18.52,49.92,6.89,306.44,Gram
5.99,16.74,48.44,25.6,60.26,6.62,481.56,Groundnut
39.28,20.94,23.05,30.14,48.39,6.48,438.52,Groundnut
46.38,29.53,39.6,30.8,47.9,6.15,553.2,Millet
55.86,29.78,46.99,26.34,81.45,6.87,485.86,Soybean
44.58,33.31,55.43,18.16,43.8,7.17,222.64,Gram
52.89,20.29,42.85,25.61,69.15,6.5,461.5,Groundnut
86.76,35.82,52.28,20.01,70.26,6.88,340.64,Tomato
34.66,13.46,24.81,29.69,47.64,6.95,534.34,Millet
96.95,32.3,64.78,23.73,61.25,6.94,424.25,Maize
55.71,32.0,68.78,24.92,44.41,7.22,575.12,Soybean
71.28,23.67,31.67,20.83,43.29,6.77,228.71,Gram
64.45,26.33,24.01,16.23,52.04,7.27,343.54,Barley
104.92,24.61,80.47,31.12,33.99,7.16,550.54,Cotton
37.96,19.82,31.36,28.71,38.87,6.49,430.02,Millet
116.71,44.38,69.54,21.25,72.45,7.18,504.18,Sugarbeet
83.99,22.54,62.43,20.51,69.68,6.59,287.04,Onion
48.76,23.24,41.78,17.68,64.43,6.89,246.25,Pulses
64.44,36.85,40.87,16.36,45.38,7.4,366.9,Barley
57.76,36.48,31.06,17.35,47.86,7.28,297.24,Barley
110.88,33.27,76.6,27.88,62.64,7.27,611.92,Cotton
40.9,25.13,51.36,21.84,69.03,6.6,284.87,Pulses
34.21,21.7,67.67,27.75,57.5,6.46,462.95,Groundnut
129.93,51.96,84.07,16.34,75.12,7.12,470.58,Sugarbeet
100.29,33.59,66.28,23.71,79.7,6.47,353.35,Tomato
47.09,35.34,54.55,27.5,96.28,6.54,1413.29,Rice
116.65,47.41,81.86,19.35,59.32,7.13,472.8,Sugarbeet
103.03,37.74,63.57,23.1,45.48,6.79,305.65,Corn
128.5,55.42,88.67,22.58,72.77,7.61,473.81,Sugarbeet
55.73,25.96,43.41,26.44,68.12,6.42,508.2,Soybean
86.03,34.59,52.33,25.3,47.49,6.42,516.9,Maize
164.15,64.69,100.0,21.77,68.22,7.11,1034.33,Sugarcane
54.57,20.8,20.73,26.95,42.31,7.21,453.69,Millet
88.54,32.71,78.8,25.87,72.2,6.61,430.7,Tomato
32.91,17.99,40.29,27.96,55.75,6.26,415.51,Groundnut
46.53,25.98,37.09,20.24,61.95,6.57,296.16,Gram
134.17,45.21,84.4,20.5,58.97,7.21,501.17,Sugarbeet
147.36,52.82,88.69,23.92,74.12,6.22,1106.16,Sugarcane
73.39,23.05,41.68,27.61,57.36,6.95,457.93,Soybean
65.64,24.12,41.34,21.35,50.39,6.68,340.32,Barley
52.67,25.4,32.77,22.06,50.19,6.95,387.97,Groundnut
50.73,23.47,33.25,29.76,55.72,6.73,478.91,Millet
68.71,19.53,39.4,18.58,60.74,7.38,328.24,Barley
91.58,27.27,61.69,21.34,69.32,6.85,320.7,Onion
61.28,25.48,32.77,20.29,56.99,7.11,278.08,Gram
112.36,24.69,46.25,21.65,51.67,6.79,367.91,Onion
105.11,20.88,51.57,20.72,47.57,6.37,252.24,Onion
156.77,66.51,100.0,24.29,58.33,7.45,1026.75,Sugarcane
66.27,32.11,46.14,21.63,51.92,6.58,392.47,Wheat
115.68,16.37,54.27,25.32,59.46,6.65,481.92,Corn
102.98,31.0,56.7,32.55,89.62,6.41,1334.14,Rice
134.09,50.63,97.6,18.2,54.86,7.65,431.56,Sugarbeet
22.83,11.62,14.83,29.83,58.43,6.4,357.38,Groundnut
107.79,24.94,70.39,23.14,72.12,6.74,511.68,Maize
88.63,33.93,51.98,31.45,48.68,7.26,667.82,Cotton
92.41,25.96,78.59,29.53,46.5,6.74,594.04,Cotton
115.89,50.46,91.56,20.11,61.09,6.46,450.26,Sugarbeet
34.88,19.76,42.67,24.24,49.56,6.56,441.63,Groundnut
13.92,14.26,38.82,24.86,53.68,6.91,332.95,Groundnut
119.29,63.12,94.09,23.47,66.96,7.13,1118.09,Sugarcane
88.94,30.24,71.86,28.61,70.91,7.01,447.87,Tomato
124.98,55.26,88.08,21.03,69.09,7.5,453.34,Sugarbeet
66.11,24.8,53.42,23.21,57.79,6.36,467.21,Soybean
61.54,29.11,8.63,20.77,41.6,6.88,261.95,Pulses
54.78,32.77,53.53,29.43,90.36,6.14,1420.14,Rice
90.2,33.74,68.58,21.27,64.77,7.14,252.79,Onion
142.9,30.45,56.04,25.85,78.51,7.31,393.55,Maize
36.22,19.46,43.58,24.25,62.24,7.05,271.99,Gram
69.47,33.51,60.19,26.14,81.12,6.46,1498.67,Rice
49.93,22.23,53.54,22.39,42.36,6.61,293.83,Gram
80.86,28.01,53.1,31.02,45.67,6.69,607.56,Cotton
78.11,21.84,52.05,20.44,58.63,6.42,283.55,Barley
48.67,26.18,51.88,25.74,52.23,6.76,505.18,Soybean
32.09,27.84,61.36,17.03,46.35,7.22,225.38,Wheat
76.89,26.13,39.91,20.34,59.44,7.27,385.06,Wheat
127.02,44.27,59.43,20.27,64.53,7.51,403.94,Sugarbeet
67.99,23.67,54.32,32.94,41.09,6.96,689.84,Cotton
74.55,28.55,54.77,18.39,59.55,7.2,287.98,Wheat
74.94,26.17,54.03,30.34,61.33,7.17,636.75,Cotton
86.49,27.3,55.28,22.09,68.03,6.43,437.83,Tomato
52.38,22.19,23.69,20.3,51.41,6.78,323.21,Barley
28.36,24.45,30.35,20.29,60.88,6.82,254.31,Pulses
136.56,58.72,77.93,18.55,63.62,7.77,501.28,Sugarbeet
32.37,18.06,31.13,29.69,48.56,7.0,530.71,Millet
87.93,27.33,61.09,23.73,68.32,6.63,435.86,Tomato
89.77,30.97,63.39,32.67,61.52,7.0,548.18,Cotton
104.22,35.34,64.93,26.35,47.31,7.21,413.05,Maize
65.19,28.94,46.78,22.79,60.05,6.34,304.02,Wheat
122.83,36.35,63.16,24.71,72.63,6.42,522.77,Maize
60.54,23.3,48.07,19.94,77.93,6.73,251.5,Pulses
28.59,27.36,36.89,19.98,31.95,6.53,310.83,Pulses
0.0,20.74,21.95,18.8,62.78,6.82,328.12,Gram
30.06,21.09,35.56,25.1,42.91,6.69,455.63,Groundnut
28.61,21.7,36.05,31.16,41.59,6.31,440.98,Millet
98.06,34.3,38.25,19.85,48.64,6.99,263.99,Wheat
101.8,27.85,57.03,24.16,60.8,6.77,433.66,Maize
20.96,26.56,44.9,25.84,59.23,6.96,423.02,Groundnut
52.51,15.06,24.95,29.76,51.93,7.19,489.15,Millet
57.45,21.14,27.74,17.52,52.99,7.1,300.85,Barley
135.38,25.63,52.64,23.68,64.42,6.75,370.69,Maize
86.35,20.38,62.78,20.63,51.93,6.73,304.92,Onion
44.77,23.0,30.98,17.65,59.15,6.96,260.17,Pulses
64.11,23.6,41.27,21.96,51.49,7.51,322.29,Barley
71.12,39.8,53.93,28.66,59.36,6.78,556.6,Cotton
135.43,35.87,75.11,28.9,57.21,6.66,678.7,Cotton
55.94,19.84,33.53,35.18,44.85,6.54,537.32,Millet
97.76,24.69,63.1,25.57,79.24,6.8,469.93,Maize
99.6,26.4,68.49,25.57,77.43,7.35,529.64,Maize
57.53,39.21,43.68,22.6,74.34,6.68,576.15,Soybean
103.98,32.87,83.18,26.85,74.64,6.75,452.71,Maize
104.21,29.02,49.07,22.67,69.55,6.97,496.65,Maize
80.05,32.3,62.5,20.33,57.16,7.08,290.14,Wheat
20.74,11.56,35.09,28.27,33.7,6.44,535.32,Millet
89.07,24.21,61.6,27.15,63.41,6.92,454.51,Maize
67.27,24.86,29.25,30.52,48.22,6.87,534.97,Millet
30.05,19.61,36.25,18.95,43.28,6.66,273.08,Gram
37.23,12.68,42.56,27.42,36.14,7.02,448.85,Millet
46.1,29.65,56.34,25.33,60.69,6.95,555.7,Soybean
52.91,14.99,26.28,21.29,53.29,6.3,337.06,Pulses
106.45,31.82,53.7,27.31,70.3,7.31,428.25,Corn
144.5,65.28,100.0,21.33,79.14,6.67,1104.68,Sugarcane
89.51,30.83,61.57,20.52,82.31,6.86,415.93,Tomato
86.79,25.43,38.79,19.19,55.96,6.92,313.0,Barley
66.52,33.02,76.15,17.44,59.24,7.07,296.3,Wheat
111.21,26.96,54.05,27.78,54.25,6.68,405.83,Corn
59.6,36.6,53.98,26.74,90.88,6.6,1365.67,Rice
94.24,52.44,68.49,20.14,52.64,7.46,400.24,Sugarbeet
146.71,40.8,91.76,20.38,63.69,7.17,467.1,Sugarbeet
44.86,27.45,40.88,18.87,45.6,6.73,347.42,Gram
109.21,30.32,71.56,25.81,85.96,6.6,400.68,Maize
50.36,19.2,24.73,28.28,59.41,6.64,444.11,Groundnut
117.1,33.32,61.1,16.49,62.4,7.21,355.37,Onion
48.34,28.88,27.66,19.86,55.47,7.6,385.18,Barley
145.31,54.46,100.0,27.52,71.01,7.03,1084.36,Sugarcane
138.89,55.25,89.93,21.84,78.8,6.82,1021.02,Sugarcane
29.25,16.65,23.68,22.1,51.3,6.64,301.31,Pulses
57.59,33.17,39.28,19.6,48.35,6.4,295.27,Pulses
124.98,35.01,51.54,24.9,68.58,6.42,431.82,Maize
59.46,32.89,46.24,22.45,62.05,7.17,377.63,Onion
85.37,30.0,48.29,30.84,84.23,6.54,1334.86,Rice
57.84,20.52,45.86,18.55,55.26,6.04,248.01,Pulses
90.22,29.64,73.89,27.85,54.39,7.13,605.8,Cotton
95.14,36.56,60.7,21.56,54.42,6.94,438.82,Maize
81.28,33.07,59.05,31.86,43.87,6.91,568.77,Cotton
44.05,29.33,43.12,18.94,59.68,7.01,219.47,Gram
39.9,16.83,39.3,24.81,55.39,6.19,441.23,Groundnut
77.17,27.29,67.25,22.57,62.66,6.89,296.74,Onion
97.34,22.73,74.31,24.26,65.58,6.43,341.7,Onion
86.5,31.1,84.74,18.18,71.26,6.16,425.07,Onion
91.59,30.83,70.41,27.98,69.67,6.56,451.97,Maize
156.37,64.39,100.0,22.23,66.36,6.96,1074.3,Sugarcane
25.84,28.35,43.51,19.82,54.0,7.07,227.44,Gram
42.37,26.19,17.78,20.69,58.58,6.9,307.22,Pulses
119.71,55.94,88.12,20.15,75.77,7.6,566.1,Sugarbeet
93.29,25.75,51.53,25.53,73.69,6.6,370.66,Tomato
83.32,30.76,35.66,31.27,86.68,6.71,1312.84,Rice
71.65,27.64,46.79,20.38,67.59,7.13,341.88,Wheat
59.66,36.77,60.08,17.4,64.92,7.54,325.38,Wheat
107.17,31.02,65.62,23.22,64.12,6.82,308.65,Onion
74.87,34.58,56.27,28.68,84.07,6.67,1276.16,Rice
73.41,27.4,52.64,19.56,53.89,6.78,324.36,Wheat
91.06,29.84,56.55,17.43,50.88,6.66,388.17,Wheat
75.0,33.37,50.52,25.13,71.5,7.24,365.66,Tomato
62.79,34.71,67.89,26.44,79.06,6.58,322.67,Tomato
66.63,29.5,50.12,26.76,62.5,6.87,562.79,Cotton
83.87,25.97,59.91,22.13,59.39,7.06,334.76,Onion
129.77,29.84,71.81,24.89,56.43,6.68,483.2,Corn
134.52,57.0,99.41,20.25,69.11,6.36,996.99,Sugarcane
58.2,21.58,31.7,25.54,35.59,5.94,432.69,Groundnut
111.48,33.13,65.19,23.54,67.47,6.66,447.51,Corn
97.38,29.45,64.65,24.98,64.48,6.9,413.53,Corn
90.32,32.56,67.46,28.61,63.94,7.26,726.36,Cotton
49.51,8.68,62.06,28.06,56.32,6.57,401.84,Groundnut
42.17,12.55,51.37,28.93,59.54,6.46,344.09,Groundnut
87.22,31.08,56.93,26.32,90.24,7.15,413.26,Tomato
83.82,37.79,42.86,23.78,67.98,6.89,415.41,Maize
73.19,26.21,56.54,18.14,67.4,6.5,309.79,Barley
55.71,19.61,27.79,30.65,37.41,6.84,413.07,Millet
82.63,32.82,60.37,30.93,49.96,7.01,665.5,Cotton
45.98,16.26,58.16,21.61,61.32,6.04,382.09,Groundnut
84.31,31.62,68.89,27.69,79.08,6.52,487.27,Maize
121.16,52.01,80.55,19.74,77.98,6.67,498.58,Sugarbeet
57.9,10.55,21.52,28.89,48.52,6.99,465.59,Millet
58.5,25.65,32.51,19.86,52.31,6.61,232.83,Gram
125.22,34.98,67.02,25.65,53.0,6.94,484.11,Maize
32.59,13.81,29.32,27.67,61.21,6.1,468.72,Groundnut
74.37,23.78,30.87,31.26,49.16,6.33,487.9,Millet
102.01,30.36,65.41,27.35,60.35,6.96,390.82,Corn
121.12,21.23,66.67,25.45,65.48,6.39,544.03,Maize
45.96,27.06,38.31,27.99,35.82,6.56,354.53,Groundnut
37.32,21.57,18.93,30.56,38.89,6.52,534.5,Millet
45.48,29.45,47.49,26.65,53.27,7.19,386.9,Groundnut
148.49,50.65,100.0,22.58,58.21,6.59,1095.86,Sugarcane
68.18,32.97,59.56,29.43,63.42,7.22,638.39,Cotton
80.76,21.77,42.02,30.25,55.9,7.12,667.35,Cotton
95.41,37.82,64.33,23.42,83.28,6.49,425.11,Maize
116.05,33.72,65.17,25.1,56.75,6.62,438.83,Corn
29.75,28.14,50.26,22.66,79.17,6.9,502.36,Soybean
104.05,27.45,74.71,21.54,62.04,6.42,312.98,Onion
52.41,30.88,54.36,20.88,52.13,6.89,252.45,Wheat
90.97,32.37,60.3,24.55,59.45,6.38,452.12,Corn
98.85,27.97,65.98,17.34,73.44,7.01,355.17,Onion
117.47,36.92,64.17,24.33,79.8,6.5,359.69,Corn
86.05,33.82,49.2,30.68,69.36,6.19,1398.61,Rice
113.67,61.45,94.03,23.05,66.37,7.15,1036.45,Sugarcane
84.01,26.41,71.14,28.7,62.43,6.79,710.79,Cotton
97.14,28.69,55.48,22.08,74.28,6.8,330.69,Tomato
65.59,26.94,48.17,29.91,35.86,6.48,476.39,Millet
57.16,37.97,40.98,20.16,70.31,7.49,250.89,Wheat
56.28,33.25,67.63,24.24,56.49,7.09,370.47,Soybean
114.6,28.99,75.62,25.62,75.66,6.83,436.56,Tomato
82.99,24.63,40.35,22.19,68.92,6.9,352.07,Onion
110.07,44.15,80.55,18.71,68.42,7.26,362.13,Sugarbeet
177.52,53.01,100.0,23.46,86.79,6.75,1015.97,Sugarcane
85.05,25.29,55.23,18.07,74.21,6.34,262.16,Onion
39.51,30.73,31.99,24.57,77.2,6.99,504.59,Tomato
78.53,25.31,41.03,26.78,92.24,6.33,1411.48,Rice
71.01,30.21,61.81,30.16,71.93,7.04,453.28,Tomato
39.89,17.32,59.6,20.0,48.48,7.04,310.18,Wheat
121.54,29.03,66.94,24.52,64.31,6.96,487.97,Maize
114.6,51.82,82.86,18.96,65.82,7.37,416.16,Sugarbeet
88.31,33.97,67.7,28.79,54.32,7.41,519.66,Cotton
94.86,35.1,71.54,28.95,72.21,6.93,612.38,Cotton
68.61,20.65,32.31,16.05,63.74,6.75,362.83,Barley
39.41,15.47,41.59,27.6,60.93,6.68,485.06,Groundnut
106.57,35.44,57.13,32.72,50.93,7.29,638.63,Cotton
75.64,30.55,55.09,31.56,78.01,6.41,1502.77,Rice
122.78,56.51,78.0,18.83,68.23,7.33,530.47,Sugarbeet
31.13,30.84,30.91,22.87,54.86,6.86,197.07,Gram
80.33,23.81,59.87,17.82,53.27,7.27,359.86,Wheat
63.68,27.86,49.86,28.25,76.74,6.98,1346.28,Rice
44.75,28.11,31.94,16.74,56.12,7.35,279.13,Gram
96.04,38.5,82.1,21.6,69.44,6.87,453.76,Corn
30.79,21.15,56.86,20.65,57.39,7.03,254.55,Pulses
100.01,27.29,67.99,22.06,57.9,6.54,364.17,Onion
90.09,36.77,56.44,19.03,46.8,6.9,329.2,Wheat
18.66,18.46,36.27,21.4,56.65,7.16,340.43,Gram
161.58,54.72,95.66,25.54,79.22,6.87,1040.56,Sugarcane
90.89,30.14,63.13,26.81,74.33,6.68,438.84,Tomato
36.72,17.84,25.26,28.82,29.87,6.5,511.36,Millet
41.41,11.33,62.31,23.36,51.4,6.5,374.76,Groundnut
95.01,33.8,49.14,21.08,52.63,6.96,334.83,Onion
20.46,32.55,36.95,20.33,56.26,6.5,283.86,Pulses
90.02,25.68,65.5,24.44,87.68,6.91,377.42,Tomato
83.24,33.03,42.36,17.39,55.87,6.7,329.99,Wheat
65.8,23.8,36.35,19.47,62.74,6.68,310.06,Wheat
31.74,25.25,28.12,20.14,65.84,7.42,330.83,Gram
23.68,18.91,40.44,25.24,42.15,6.68,367.39,Groundnut
77.53,29.7,60.34,19.36,55.07,6.72,328.23,Wheat
35.08,23.67,17.07,35.88,39.21,6.11,530.81,Millet
100.09,37.26,69.4,26.29,58.16,6.53,488.42,Corn
103.3,28.65,63.03,26.06,74.33,6.37,319.02,Corn
47.08,26.5,67.91,24.97,66.35,6.4,524.33,Soybean
80.04,19.43,52.48,19.03,57.61,6.6,358.75,Barley
41.46,27.06,37.54,20.37,63.12,6.38,369.67,Barley
76.71,31.17,46.92,17.91,59.26,7.08,262.74,Wheat
51.54,29.56,35.34,26.34,65.13,7.06,593.65,Soybean
90.47,29.17,44.79,30.04,52.0,7.63,535.55,Cotton
142.39,61.13,100.0,27.26,87.33,6.65,991.59,Sugarcane
54.89,37.1,38.8,24.47,52.59,6.89,362.67,Gram
65.93,24.64,41.65,20.48,48.17,7.15,352.17,Barley
90.87,29.89,55.44,26.7,53.3,7.19,596.88,Cotton
52.0,34.17,52.99,22.36,57.31,7.22,514.04,Soybean
71.31,22.22,48.72,19.05,55.98,6.77,293.81,Barley
105.22,25.03,56.65,22.51,69.31,6.56,515.34,Corn
116.23,24.52,50.84,26.34,69.69,6.41,400.21,Maize
61.37,17.14,43.52,18.42,42.6,7.08,226.53,Pulses
109.56,21.89,60.43,20.23,50.26,6.71,327.39,Wheat
35.82,40.23,43.79,26.06,63.16,7.22,543.04,Soybean
117.48,35.49,60.33,20.46,61.14,6.92,407.15,Corn
61.14,40.46,47.12,32.12,77.29,6.31,1285.74,Rice
69.2,12.46,29.62,30.31,37.23,6.62,597.02,Millet
82.59,32.41,47.13,20.12,54.3,6.53,318.19,Wheat
29.16,24.57,24.54,28.27,49.16,6.55,476.89,Groundnut
52.24,35.26,52.07,23.77,61.11,6.3,313.68,Onion
114.21,25.39,61.24,27.01,68.54,6.69,468.97,Maize
104.94,28.39,63.86,22.76,65.89,6.59,442.12,Maize
112.22,42.49,68.59,19.13,59.69,6.73,566.95,Corn
30.96,34.43,59.86,24.75,64.93,6.65,541.97,Soybean
54.89,17.48,55.37,23.48,66.35,6.81,276.2,Gram
37.22,27.29,42.53,20.78,59.66,6.84,354.54,Pulses
34.39,31.21,44.22,18.7,52.6,6.53,259.24,Gram
82.23,32.22,35.69,25.11,62.12,6.34,504.66,Corn
85.87,31.66,54.25,22.25,71.06,6.62,306.6,Onion
104.96,25.33,65.83,18.47,44.6,6.7,293.38,Onion
43.67,22.08,11.75,20.34,67.91,6.62,305.76,Pulses
144.59,64.06,94.31,21.82,71.31,7.16,1042.06,Sugarcane
92.78,18.89,50.89,18.03,62.01,7.04,302.95,Onion
78.45,28.63,25.36,22.13,64.53,6.64,377.63,Barley
96.91,32.19,43.17,25.19,59.34,6.38,508.26,Corn
35.97,29.9,49.95,22.59,35.62,6.48,238.47,Gram
67.67,16.32,19.22,30.29,46.93,6.52,514.1,Millet
53.46,15.79,28.94,16.86,58.56,6.84,334.62,Pulses
75.56,29.46,62.44,26.71,66.0,7.08,381.24,Tomato
77.56,30.74,56.73,30.79,78.74,6.62,1341.67,Rice
53.76,22.47,22.0,28.75,50.23,6.59,517.89,Millet
49.76,26.4,50.37,24.57,62.03,7.23,279.36,Barley
56.08,30.81,53.88,21.8,62.9,6.73,483.91,Soybean
160.16,53.32,100.0,24.03,67.7,6.52,1070.04,Sugarcane
104.16,50.13,88.11,20.75,77.2,7.32,476.06,Sugarbeet
107.06,26.41,57.57,26.69,57.87,7.09,422.98,Corn
133.58,65.01,97.34,22.5,85.48,6.98,1109.54,Sugarcane
46.85,25.89,53.43,18.82,67.06,6.96,245.31,Wheat
104.06,23.2,48.71,25.85,81.38,6.89,380.64,Tomato
45.48,29.3,41.04,22.4,41.05,6.87,392.92,Wheat
109.1,20.88,65.18,30.32,79.79,7.09,1397.24,Rice
28.84,18.92,47.78,31.74,49.87,6.35,399.96,Groundnut
88.47,32.69,69.28,24.31,71.31,6.75,361.14,Onion
87.89,30.37,47.75,28.17,80.02,7.07,1450.25,Rice
89.79,28.05,41.68,30.91,100.0,6.53,1284.62,Rice
50.75,32.93,48.54,17.22,48.6,7.69,236.37,Wheat
95.31,43.21,49.45,21.26,61.09,6.28,289.35,Onion
76.35,39.45,64.25,27.68,49.89,6.84,570.82,Cotton
28.93,31.51,34.47,20.84,48.92,7.15,278.29,Gram
111.26,25.82,51.41,26.14,66.67,6.85,470.25,Maize
99.72,39.58,57.49,20.86,60.62,6.43,271.29,Onion
48.08,18.49,33.16,27.45,44.19,7.37,487.41,Millet
158.4,53.56,98.99,26.77,96.71,6.21,1051.03,Sugarcane
36.72,5.94,34.37,28.0,43.83,6.36,487.99,Groundnut
78.23,25.56,60.72,32.37,78.25,6.06,1346.88,Rice
34.86,28.14,36.97,26.91,43.61,6.71,430.61,Groundnut
40.97,26.69,32.54,19.3,52.19,7.02,246.79,Gram
50.26,13.62,48.8,28.25,63.41,6.34,454.61,Groundnut
91.53,35.9,46.78,24.83,65.49,6.76,441.88,Maize
39.15,16.93,21.65,25.78,66.06,6.61,429.95,Groundnut
16.97,28.3,39.14,16.95,53.71,6.64,301.34,Gram
51.59,29.95,56.11,25.71,75.08,7.04,542.69,Soybean
44.77,29.74,38.22,18.92,56.54,6.41,264.77,Gram
49.78,21.08,36.23,22.88,50.71,6.48,429.27,Groundnut
55.99,26.7,46.34,24.35,53.62,6.74,431.81,Soybean
81.65,31.06,47.73,25.59,57.87,6.29,434.43,Maize
52.0,26.5,40.68,19.92,60.93,7.06,401.94,Wheat
48.7,23.12,66.46,26.45,72.57,6.66,373.84,Groundnut
141.04,62.37,73.64,19.99,59.3,7.03,412.84,Sugarbeet
95.27,30.38,43.17,21.48,50.36,7.45,314.78,Barley
56.3,24.36,51.09,33.77,48.36,6.43,475.86,Millet
114.48,31.94,52.25,20.68,59.47,6.44,458.59,Maize
47.24,34.76,17.02,22.48,57.18,7.24,243.6,Pulses
72.29,19.47,34.65,25.48,78.79,6.78,419.52,Soybean
105.71,53.54,92.41,18.88,61.72,7.02,404.26,Sugarbeet
69.19,31.17,52.2,27.11,62.97,6.44,576.53,Cotton
27.42,22.56,46.27,16.7,56.22,6.74,301.54,Gram
110.09,28.0,54.67,23.09,66.39,7.03,409.45,Corn
125.87,35.85,46.84,23.43,80.56,6.24,420.9,Tomato
84.26,32.27,72.06,23.38,66.06,6.81,372.28,Tomato
46.55,17.56,32.55,24.15,58.3,6.63,313.67,Gram
154.91,70.56,89.63,23.35,85.25,6.6,1066.35,Sugarcane
35.83,31.12,48.23,19.53,61.67,6.98,307.75,Gram
33.09,30.74,61.3,17.94,46.93,6.57,261.59,Wheat
136.67,27.37,76.27,20.19,52.19,6.43,404.12,Maize
50.09,22.67,52.59,24.56,59.76,6.7,514.58,Groundnut
88.4,19.97,61.98,18.11,69.39,6.87,273.9,Onion
117.46,27.97,52.24,24.75,68.11,7.05,500.53,Maize
57.66,23.65,58.35,26.35,79.2,6.59,379.69,Tomato
48.33,14.13,36.42,26.42,58.44,6.5,373.78,Groundnut
54.62,11.83,53.4,28.12,37.93,6.64,537.88,Millet
90.25,29.58,44.26,25.82,82.04,6.59,456.53,Corn
105.16,22.19,68.56,22.58,53.03,6.8,290.07,Onion
76.14,28.44,53.91,28.52,46.75,6.56,669.87,Cotton
124.96,51.08,98.7,20.11,60.15,6.96,424.08,Sugarbeet
47.54,18.85,30.84,26.78,46.57,6.47,560.23,Millet
78.69,20.73,24.91,29.98,37.68,6.44,526.99,Millet
64.31,32.49,56.19,29.77,83.0,5.78,1385.74,Rice
57.99,16.85,42.7,23.94,47.05,6.14,543.83,Groundnut
89.59,20.94,55.89,34.08,39.37,7.3,717.17,Cotton
16.42,17.67,41.41,30.74,41.25,6.49,355.13,Groundnut
87.14,33.14,61.35,27.47,51.48,6.68,428.61,Corn
160.34,61.43,100.0,24.85,61.99,6.85,1050.39,Sugarcane
88.18,23.63,63.96,25.33,90.01,7.15,361.22,Tomato
131.01,52.14,72.45,22.18,71.76,7.54,512.89,Sugarbeet
79.83,26.2,52.63,34.95,58.61,7.15,639.33,Cotton
61.92,37.58,36.96,19.38,75.77,6.89,292.49,Wheat
154.54,58.02,100.0,24.36,69.3,6.91,1013.64,Sugarcane
24.73,22.14,29.81,21.96,44.07,6.64,269.29,Pulses
100.87,27.23,61.98,21.96,61.3,7.07,382.61,Maize
30.04,16.79,21.51,29.33,53.83,6.33,430.97,Millet
62.73,16.29,37.26,27.09,35.99,6.83,539.45,Millet
49.55,35.83,43.85,24.02,61.72,7.39,316.76,Barley
